equipment_id,equipment_type,location,install_date,last_service_date,next_scheduled_service,age_days,runtime_hours,temperature,vibration_level,power_consumption_kw,humidity_level,error_codes_count,manual_override,downtime_last_30d,service_priority,failure_within_7_days
4d461bc2-7b4a-409a-a1ff-0bc12b3af9b2,Generator,Building B,2021-08-27,2024-11-10,2025-04-12,1450,4810.01,79.48,2.12,20.05,38.9,2,1,6.07,Medium,0
cf74d45d-c9b8-49fd-b961-44aaef2ae627,Generator,Building A,2022-07-02,2022-09-24,2022-12-20,1141,5916.33,78.46,4.5,5.52,59.33,1,1,0.06,High,0
4456f739-37b9-49e3-b2cc-d27390eb677c,Boiler,Building C,2020-12-27,2022-10-14,2023-01-19,1693,6108.18,64.6,3.92,14.73,88.19,0,0,2.23,Low,0
32838246-e3f6-4a2e-911a-a7c2545757c5,Generator,Warehouse 2,2022-02-24,2024-04-25,2024-08-28,1269,6073.09,73.36,3.82,15.41,80.29,3,0,4.06,Medium,0
472b7462-2960-4ab6-a0b4-1a6b29500392,Pump,Building A,2023-02-07,2025-05-27,2025-09-17,921,4551.08,75.67,3.3,22.25,70.59,0,0,2.15,Medium,0
92df23f4-af83-40ac-acc9-3b296a68b8eb,Pump,Building C,2023-03-23,2023-06-30,2023-08-10,877,6633.43,63.54,3.45,16.23,89.96,0,0,7.56,Low,0
06c43a41-52ac-4993-9a5f-e6467f1e87d7,Pump,Building A,2021-01-06,2025-01-12,2025-03-17,1683,6005.14,72.48,3.51,27.18,74.31,2,1,2.2,Low,0
852beb6f-bc1f-4db6-b7d9-ac0973c5f965,Boiler,Warehouse 1,2022-12-22,2024-11-02,2025-03-18,968,5597.4,82.01,2.55,26.88,79.07,0,0,1.57,Medium,0
535b2909-b32f-4da4-bffe-a0c2082d0654,Boiler,Warehouse 1,2024-05-19,2024-09-15,2025-01-17,454,3721.98,58.56,1.67,27.76,56.92,1,0,0.52,Low,0
5411f875-3bd6-4fee-b047-f7a7fe92cd43,Elevator,Building C,2021-01-09,2024-02-14,2024-08-01,1680,5169.69,68.0,4.63,27.67,57.81,2,1,1.3,Low,0
a02bb404-c58f-4b94-9433-59e8d7ffba19,Generator,Building B,2024-07-01,2025-06-27,2025-11-20,411,3610.43,58.55,4.53,32.2,66.47,4,0,0.44,Medium,0
04210244-1b38-49ab-819e-eb4783358da9,Boiler,Building A,2020-10-30,2022-05-27,2022-07-28,1751,4747.31,78.92,2.72,22.77,36.09,1,0,0.67,Low,0
953d9fd5-97f0-42bb-a38d-df04b6978d38,Boiler,Building B,2022-12-21,2025-01-22,2025-04-21,969,5970.9,68.83,0.13,21.98,66.62,1,1,1.07,Medium,0
2b9ac702-f140-4865-9156-3a25caec2745,Boiler,Building A,2021-09-26,2025-06-25,2025-08-27,1420,4865.73,73.41,1.55,22.76,61.51,1,1,1.68,Medium,0
9bdfa135-d91e-4d55-9133-a5f242c4d749,HVAC,Building A,2021-02-25,2022-09-22,2022-12-21,1633,6397.41,74.25,2.13,20.32,67.99,4,1,0.48,Low,0
830460dd-4667-444e-9fe1-92bf0b232cd1,Generator,Building A,2021-02-18,2022-12-28,2023-02-25,1640,3597.39,92.5,1.13,16.54,76.83,2,0,2.2,Low,0
8f41201a-a335-4ffb-aa51-a80fb83c656c,Generator,Warehouse 2,2023-01-01,2024-02-24,2024-05-20,958,5239.48,67.18,6.33,13.81,40.08,2,0,0.2,Medium,0
28b6e04b-d99a-44a6-9593-7d05815cd4f7,Boiler,Building C,2022-06-17,2025-06-06,2025-07-21,1156,5043.81,73.53,4.45,31.05,43.92,2,1,8.81,Medium,0
bb3976f9-55bf-4cc2-9425-29cfff60de26,Pump,Building A,2022-08-03,2025-04-10,2025-05-28,1109,5414.54,67.28,0.85,10.43,73.06,2,0,0.22,Low,0
e8b3c7b2-7db1-47cb-a4cc-ebea0cd891c9,Elevator,Building A,2021-02-17,2023-11-20,2024-05-17,1641,5568.98,91.28,2.43,18.98,35.14,1,1,0.78,Low,0
56b5b046-1585-44e5-aa4b-7e5c8b11bda4,Boiler,Warehouse 2,2021-10-21,2023-09-11,2024-01-29,1395,4350.72,62.76,3.05,16.15,34.06,1,0,1.55,Medium,0
dc002c35-b370-4176-933f-e7e067a54440,HVAC,Warehouse 2,2023-07-05,2023-12-12,2024-05-05,773,5330.88,83.34,0.01,21.87,49.98,4,0,1.25,Low,0
6a97060b-a79e-4176-80ef-d5939a3cfd42,Pump,Warehouse 1,2022-04-16,2022-08-07,2022-12-24,1218,5096.43,68.19,1.51,23.15,62.15,0,1,1.2,Medium,0
f4f5a97f-fc87-461d-8df1-696b1409b8e0,Generator,Building B,2023-05-17,2024-05-27,2024-07-19,822,4264.47,87.36,4.64,23.05,85.63,1,0,0.33,Low,0
ba894497-0fe0-40ce-a098-ad3c0a466b84,HVAC,Building C,2023-11-15,2024-10-19,2025-04-17,640,6213.1,76.42,6.48,21.97,35.35,1,1,3.5,Medium,0
7e91329b-9d47-4988-ae84-2c770da3baad,Pump,Building C,2024-02-13,2025-06-16,2025-11-01,550,5708.11,84.57,1.82,13.34,35.26,2,0,1.01,High,0
c2f10886-9427-407f-8a13-4d6300cf71af,Boiler,Building C,2022-01-12,2024-01-23,2024-04-16,1312,7155.74,63.69,4.25,20.16,59.82,2,0,5.34,Medium,0
87adf915-38fa-424f-804b-d22f6f4dd832,Elevator,Building A,2022-01-10,2023-12-25,2024-02-22,1314,5081.83,74.01,4.38,18.55,82.08,2,1,0.17,Low,0
1f3266f0-3759-4ae8-8cc0-ea831323b4c1,Pump,Warehouse 2,2024-07-10,2025-05-10,2025-10-29,402,3812.09,71.47,1.45,26.57,88.54,2,0,3.96,Medium,0
2118fdb1-bee9-4ac4-b432-df5a92d1c77d,Generator,Building A,2021-05-07,2024-04-17,2024-08-04,1562,4974.97,83.18,5.09,22.79,40.49,1,1,0.32,Low,0
f7974d87-453a-41d0-9d09-1a2fc031c2ff,Elevator,Building B,2022-11-22,2023-12-15,2024-02-19,998,4390.49,73.13,3.08,22.65,87.95,1,0,1.41,Low,0
dbd6c1ce-a28f-4fd6-b924-3ee76b648dd9,Boiler,Building B,2022-02-17,2023-09-05,2023-11-14,1276,4060.66,73.56,1.19,23.0,67.18,1,1,0.13,Low,0
8e1415e5-4e8c-41ce-aeec-26f9daecce9e,Generator,Warehouse 2,2023-01-04,2025-03-31,2025-06-08,955,4786.56,89.91,3.22,18.31,89.02,1,0,0.26,Medium,0
6c58dd3a-b5d2-4b1e-8749-cf3abca56b3c,HVAC,Building A,2021-09-18,2024-03-31,2024-09-01,1428,4386.6,71.98,2.42,20.85,60.57,3,1,1.96,Low,0
27b6c074-ef83-4f51-9ea7-84a3bf9300f6,Elevator,Warehouse 2,2021-01-30,2022-12-31,2023-04-12,1659,2446.08,84.34,0.95,18.88,52.07,3,1,0.02,Low,0
b4e80376-40f4-4422-bcb2-74ded4cb7283,Generator,Building A,2021-07-05,2025-06-24,2025-08-07,1503,4423.49,49.09,2.18,21.96,62.12,0,0,0.02,Low,0
208092ef-afe2-4b04-b34e-482bc560bb63,Elevator,Building B,2023-09-07,2024-03-21,2024-05-20,709,4005.89,74.69,0.06,30.3,80.66,0,0,1.34,Low,0
fbb85336-eede-43dd-9d66-9cbcf61ebe40,Pump,Building B,2021-02-22,2023-06-27,2023-09-23,1636,4556.72,66.15,2.74,28.56,52.55,1,1,3.07,Low,0
e10620a0-ee06-41e1-b264-cccc242028a7,HVAC,Warehouse 1,2020-09-13,2025-02-28,2025-06-18,1798,4330.93,85.4,2.09,29.13,45.28,1,1,4.64,Low,0
d589a078-07c7-4b05-83c8-4bb6cc54b35f,Pump,Building C,2021-02-01,2021-03-07,2021-06-28,1657,7157.31,68.94,4.11,21.5,68.2,1,0,1.46,Medium,0
e726d949-553e-4dbe-9463-035a735afcfb,Boiler,Warehouse 1,2023-12-15,2025-05-31,2025-07-22,610,5459.97,68.22,6.02,20.68,32.5,0,1,2.52,Medium,0
1634e7db-4202-455e-a735-6594a07e410e,Elevator,Warehouse 1,2022-12-25,2024-04-28,2024-09-06,965,4197.51,87.99,1.53,13.36,76.48,1,1,0.38,Medium,0
faab799a-7f5d-4672-a8bf-4ef69451af01,Elevator,Building C,2023-09-28,2023-11-17,2024-01-15,688,5282.54,67.92,1.83,24.4,31.26,0,0,6.88,High,0
21096b64-0b86-405e-af3d-27e6c8f05ff3,Generator,Building C,2023-07-15,2025-03-06,2025-05-12,763,5996.05,67.43,0.87,27.51,42.34,0,0,1.91,Low,0
259d7836-eb85-4cb8-96db-7cd798f5386e,Generator,Building B,2021-04-27,2021-12-19,2022-02-06,1572,5641.69,87.25,2.12,20.19,88.11,3,0,1.75,High,1
b395882d-ee32-4862-b910-121e475dab46,Pump,Warehouse 1,2023-08-23,2025-01-31,2025-06-24,724,5745.8,80.93,1.72,21.8,50.3,1,1,0.93,Medium,0
ee512319-eb1f-4c7c-b9a8-533ff7cd6823,Generator,Building B,2022-05-21,2023-11-13,2024-02-28,1183,3262.27,55.52,3.87,20.74,44.44,0,1,0.44,Low,0
899f6671-9cf1-41eb-9f33-f84d2ab1b7fc,Generator,Warehouse 2,2020-12-03,2023-01-21,2023-03-01,1717,5307.41,83.16,4.29,17.08,81.68,2,0,2.81,Low,0
0c3b9365-4b73-4668-a930-108c8bdd0d53,Generator,Building A,2023-03-16,2025-06-28,2025-08-20,884,6213.73,73.6,4.33,23.67,69.37,0,1,1.58,Low,0
77c4e4be-b577-426b-bee3-f84d53121a71,Boiler,Building A,2022-06-05,2024-12-12,2025-02-28,1168,5399.69,68.49,2.21,22.93,60.35,3,1,1.42,Medium,0
f3c45c1e-2388-47bd-9c3b-7579c7003a99,Boiler,Building B,2024-06-15,2024-12-11,2025-04-07,427,5565.51,57.39,4.13,21.91,68.18,1,0,1.24,Low,0
0138b50b-568b-4109-917e-757398034c40,Elevator,Building A,2021-08-14,2023-05-03,2023-09-22,1463,4790.98,66.49,2.13,22.94,63.31,2,0,0.88,Low,0
8d05cf59-a5f5-493b-a6b8-e1afbd76e0d2,Generator,Warehouse 1,2022-04-06,2023-05-16,2023-06-28,1228,5277.98,89.55,0.83,14.47,38.93,3,1,1.19,Low,1
82fca2ec-cd13-4610-93e5-611be1ed54f9,HVAC,Warehouse 2,2023-05-04,2023-12-19,2024-02-25,835,5589.06,78.39,0.45,27.29,54.76,1,1,1.93,Low,0
86c2639a-c11a-4e6c-89c8-5688e3fe3170,Elevator,Building C,2021-11-13,2024-04-11,2024-08-19,1372,6166.55,69.27,3.27,15.82,58.86,1,0,1.73,Low,0
f8bcb1cf-e548-41a6-a222-5b0ea9e8472c,HVAC,Building C,2022-11-11,2024-08-02,2024-11-24,1009,6861.32,93.87,5.45,24.78,78.3,1,0,1.38,Medium,1
af4ec8ce-eacb-4aba-b696-19a16dc92d86,Boiler,Building A,2023-03-18,2024-03-13,2024-07-13,882,6115.9,68.51,4.42,23.41,61.04,1,0,0.8,Low,0
dfb59f91-299d-43ce-8314-0de7e745974f,Elevator,Building B,2021-12-29,2024-09-17,2024-12-05,1326,4156.74,73.65,3.72,13.17,74.14,4,0,3.08,High,0
2856931e-f743-4d34-9618-fb1660bae6b3,Elevator,Building A,2021-10-23,2024-10-01,2025-03-09,1393,4773.52,65.41,2.44,25.44,64.31,1,0,0.9,Medium,0
83bd23cc-9b6f-4692-8db3-aaded7192713,Boiler,Building B,2023-01-06,2023-05-28,2023-08-12,953,5140.89,57.32,3.48,19.26,45.56,3,0,3.25,Medium,0
f8a1a371-096a-4e4b-9312-b7fb4a47ad33,HVAC,Warehouse 1,2022-01-31,2024-07-28,2024-12-18,1293,3830.08,46.28,2.96,28.86,56.21,2,1,1.88,Medium,0
3526e783-dfdd-4981-ae7e-221a5ccdec72,Pump,Building B,2022-10-06,2023-08-16,2024-01-13,1045,5395.31,69.27,3.53,20.61,34.14,0,0,0.66,Low,0
e45bccbd-4710-4586-a3f8-452c954201aa,Boiler,Warehouse 1,2022-06-22,2023-05-04,2023-09-08,1151,4122.02,66.73,2.66,21.84,46.32,3,1,1.34,High,0
d679ec85-8e55-4772-bee8-4c9e408fffe5,Elevator,Warehouse 2,2021-03-07,2022-04-09,2022-09-09,1623,2575.76,83.84,4.11,18.59,31.31,4,1,1.09,Low,0
ae8b8c61-c719-4dea-84bb-f6a7ff1286f0,HVAC,Warehouse 2,2024-01-12,2024-06-17,2024-08-27,582,5884.61,65.81,1.33,22.84,63.92,3,1,0.24,Low,0
4709ab8a-11c7-43e1-b716-ca3a7150cb20,Boiler,Building B,2023-12-13,2024-02-04,2024-04-30,612,4573.24,69.58,3.95,17.75,63.67,1,1,3.93,Medium,0
5f6e62a7-9823-4bd7-8b7d-32f9bfc4510f,HVAC,Warehouse 1,2020-11-03,2023-03-15,2023-06-13,1747,4704.46,76.52,3.57,29.06,34.9,1,1,0.36,High,0
0e69c193-b068-4fa7-84dc-ec92f35a6bbe,Generator,Building B,2020-09-27,2025-03-18,2025-07-11,1784,4551.62,95.1,5.65,14.83,62.73,0,0,1.44,Low,1
63d5d7d3-5407-4867-91e6-bf7d29097c1b,Generator,Warehouse 1,2023-05-30,2023-09-15,2024-02-12,809,4817.1,88.75,2.03,16.0,39.88,2,1,0.46,Medium,0
44c29fc2-b3fb-4ec0-bcea-91557ba6c072,HVAC,Building A,2021-08-26,2024-11-24,2025-05-13,1451,4639.53,80.11,3.48,19.84,76.32,0,1,0.13,Low,0
b166556b-54fc-46dd-9fe6-f8ee058c6093,Generator,Building B,2021-10-31,2022-01-04,2022-05-21,1385,5883.11,74.22,2.73,35.97,36.33,2,1,2.99,Low,0
47623714-0b67-4c23-9db6-f250af5dd2e9,Pump,Warehouse 2,2022-10-09,2024-07-09,2025-01-02,1042,3169.23,77.01,3.54,26.84,68.07,3,0,0.34,Medium,0
8b058e55-ea9b-4685-8517-d3c4577a4fe9,Generator,Warehouse 1,2020-08-19,2022-05-14,2022-11-06,1823,5982.57,81.56,4.25,17.86,84.37,2,1,0.45,Low,0
8704b6c9-62e0-4bc1-b430-a1afff4873e5,HVAC,Warehouse 2,2024-07-10,2024-08-04,2025-01-15,402,4044.88,79.24,6.09,14.66,35.01,4,0,8.28,Low,1
cefdb4a0-f20f-4857-821b-8c208534cbc1,Pump,Building A,2023-03-03,2025-06-30,2025-10-02,897,6148.73,89.32,1.22,18.72,30.76,2,0,4.42,Low,0
55defa79-3744-4c93-a2e5-ead8f5562b15,HVAC,Building C,2021-08-04,2024-03-09,2024-05-04,1473,5194.38,71.47,3.51,18.52,79.14,2,1,1.27,Low,0
9a31738d-843f-49a8-bb6d-6c9c8ddcaa13,Generator,Warehouse 2,2021-12-24,2024-04-08,2024-09-03,1331,4834.6,88.06,2.86,8.8,79.69,1,1,2.49,Medium,0
a0579103-d4cc-4e47-ae89-c5d33e0052ae,Elevator,Building A,2023-06-28,2025-06-05,2025-07-14,780,4434.72,70.89,2.01,9.85,74.93,2,1,3.68,Low,0
64bb2508-45d1-4c95-b31c-271ab3909828,Elevator,Building A,2021-11-21,2023-01-09,2023-05-20,1364,5403.73,74.76,1.64,21.62,70.57,1,1,0.14,Low,0
fbb94f9b-75ef-4c44-883d-a710f93ac363,Elevator,Building C,2022-01-20,2024-10-11,2025-02-02,1304,5283.29,72.41,3.88,17.63,46.76,3,1,0.48,Low,0
cbf2186c-2823-48aa-b27b-dd159ae555c7,Generator,Warehouse 1,2024-03-08,2025-03-12,2025-07-18,526,5513.91,76.8,3.53,22.45,77.31,1,1,4.75,High,0
bc47b7aa-c08f-4c3e-9ac0-c34acc41c21a,Pump,Warehouse 1,2022-02-04,2024-11-04,2025-02-10,1289,5672.57,94.0,2.8,15.13,57.62,2,0,7.53,Medium,0
037ff732-d9b6-41e0-b990-b3666491030e,HVAC,Warehouse 1,2023-01-14,2025-02-04,2025-07-23,945,4812.47,65.57,2.67,22.11,81.5,2,1,3.27,Low,0
852ca0ca-171e-44f6-bea4-9c2f26888f53,HVAC,Building C,2023-04-09,2023-12-19,2024-05-06,860,4064.56,85.86,2.2,24.04,82.37,0,0,2.43,Medium,0
891b1434-d27d-4b41-bb75-cf5709e45bc4,Generator,Warehouse 1,2020-10-18,2024-12-04,2025-04-03,1763,4089.3,75.92,0.17,18.52,65.9,1,1,2.72,Low,0
87f10dac-b87c-4ac9-b38b-2b32d4154172,HVAC,Building A,2023-04-24,2024-03-20,2024-08-28,845,5428.31,83.99,4.35,21.07,41.12,0,0,0.55,High,0
c49e8cc0-5f77-4113-9167-28642b7a0df3,Elevator,Warehouse 2,2023-05-04,2024-04-21,2024-06-22,835,5070.05,86.62,1.61,21.19,35.63,5,0,1.13,Low,1
abdad7b5-3a94-4a58-b010-0a825c4dbee8,Generator,Building C,2022-02-27,2024-01-29,2024-04-07,1266,4345.92,56.69,3.77,26.87,83.55,2,1,1.79,High,0
54623f52-0f1d-42eb-95ff-50fd251da738,Generator,Warehouse 1,2023-09-05,2024-09-30,2025-03-14,711,3985.58,82.83,1.55,20.15,53.07,3,1,2.72,Low,0
9628e14f-0b5b-4104-a26f-4755a84c897a,Generator,Building B,2024-06-19,2024-06-29,2024-09-14,423,7290.88,76.07,2.84,19.08,51.71,1,1,0.3,Low,0
528bf873-4f20-4791-a533-e772fe04f234,Boiler,Building A,2021-09-03,2022-09-06,2023-01-28,1443,4779.81,54.32,3.68,13.8,46.84,0,0,1.45,High,0
a45a51c4-419f-48fb-9a24-f150461ef7d6,Generator,Warehouse 1,2021-06-05,2021-12-26,2022-02-12,1533,4690.79,67.48,3.48,26.7,60.76,2,1,0.18,Low,0
d7765ef2-6355-4ed5-aa2f-280029b57b36,Pump,Building A,2023-11-13,2025-06-27,2025-10-16,642,4113.78,77.69,3.16,9.19,82.45,3,1,0.64,Medium,0
913a83f6-5426-4b7a-9774-f1eaa1f43a78,Boiler,Warehouse 2,2021-10-15,2022-11-30,2023-02-08,1401,3622.3,56.42,4.25,19.09,72.84,1,0,3.47,Medium,0
9ee35de6-0520-4e64-b0fa-4f3c99df6e50,Boiler,Building B,2021-02-10,2022-01-01,2022-03-07,1648,5144.87,68.85,1.94,21.71,53.03,1,0,0.26,Medium,0
1fcd4414-b4cb-4115-bf59-8c965d5aed56,HVAC,Building C,2022-11-04,2023-11-03,2024-04-22,1016,6521.4,70.09,3.77,19.16,70.11,2,0,0.02,Medium,0
8d1b9949-197b-4e1a-b0b5-f3de186eadcc,HVAC,Building A,2021-11-11,2025-07-16,2025-12-15,1374,5708.21,77.33,4.43,21.44,73.44,0,1,4.65,Medium,0
9b4fe70b-d869-49a2-808b-4aff425b11c8,Boiler,Building A,2021-02-16,2022-07-12,2022-08-29,1642,5058.35,67.55,0.45,16.77,59.16,1,1,0.26,Low,0
af6c8173-f17e-46af-aae2-add8d0c7752b,Boiler,Building C,2021-02-20,2024-10-15,2025-04-04,1638,3040.61,82.33,4.28,26.44,80.74,2,0,0.64,Medium,0
666e69c7-5df2-4a20-91c6-3844319570d3,Elevator,Warehouse 1,2022-08-21,2025-02-27,2025-04-29,1091,6000.58,68.29,5.09,18.75,79.35,3,0,1.75,Low,1
2f6dfd4b-bb3a-4cfd-9c6d-0e6a92901b62,Elevator,Building C,2024-05-13,2024-08-18,2025-01-27,460,6304.34,58.38,4.55,25.63,52.47,0,1,1.13,Medium,0
221248c7-16df-463a-9349-a06f809c4a85,Generator,Building B,2023-03-02,2024-06-22,2024-08-23,898,4035.6,70.7,3.07,19.19,68.21,1,1,1.05,Medium,0
c4444c61-4751-4a3f-a8d4-75137a9f9b0d,HVAC,Warehouse 2,2023-03-11,2024-07-31,2025-01-25,889,6110.3,63.17,0.56,26.36,43.07,3,0,1.33,Low,0
c12c6b8e-17c0-4798-8087-88cd93f2f822,Boiler,Warehouse 2,2021-12-23,2025-04-09,2025-05-19,1332,5005.49,70.24,2.85,22.05,32.34,0,0,0.98,Low,0
d205e815-1fe7-4f3d-9273-74527195b059,Boiler,Building C,2023-03-26,2025-01-01,2025-05-17,874,4741.2,90.99,3.84,18.52,36.97,3,0,3.51,Low,1
5aa5c26c-12e6-4bb2-ac79-77fc14d7f31e,Boiler,Building C,2023-03-12,2023-11-26,2024-02-26,888,4892.7,79.48,0.64,14.37,62.48,0,1,1.61,Low,0
143b9eb0-b95f-40c1-94dd-9bd707e535b3,HVAC,Building A,2021-04-05,2023-01-15,2023-06-12,1594,6572.81,77.5,2.67,26.14,48.14,1,0,0.12,Low,0
670a4ee6-ad53-43f6-8e11-e3f3624ca6e7,Elevator,Building C,2024-01-27,2024-07-16,2024-11-11,567,3738.55,66.35,3.09,22.47,50.84,1,1,1.17,Low,0
0a004866-5a2f-4a81-a313-0c31989bed73,Generator,Warehouse 2,2022-11-15,2023-09-22,2024-02-18,1005,4794.71,98.34,3.44,24.5,64.16,1,0,1.01,Low,0
54191ae2-9e17-4fab-8704-dfd0b5b913d0,Elevator,Building B,2021-01-05,2022-04-30,2022-09-05,1684,4969.86,69.32,0.71,21.2,87.84,4,1,3.13,Low,0
ec292758-1f2c-4cbb-8d0c-5dba7ea44294,Elevator,Building C,2024-05-11,2025-03-18,2025-06-04,462,5269.13,71.57,3.93,18.15,86.64,0,0,1.24,Low,0
33bfc08d-fcf7-4c09-a14d-242e97ab3ec2,Boiler,Warehouse 1,2022-08-15,2023-07-10,2023-08-14,1097,4986.53,78.91,3.38,25.23,52.52,1,0,2.87,High,0
8440d012-8bb2-44cd-98f9-90851d65a623,Boiler,Warehouse 1,2024-06-28,2024-09-19,2025-01-17,414,5240.47,50.8,7.07,18.65,81.93,4,0,6.25,Low,1
c35b0a2c-869b-423a-a1fa-8f3e5b2ece89,Pump,Warehouse 2,2024-02-26,2025-01-23,2025-06-22,537,4802.66,73.49,2.71,25.67,80.82,1,1,4.3,Low,0
f914ad74-1308-45be-9f26-940a6134033c,HVAC,Warehouse 1,2021-02-28,2022-04-27,2022-08-28,1630,5593.56,45.6,3.98,20.97,31.15,3,1,0.29,Low,0
1badb838-74f4-4cfe-8e31-13589c4bcc1c,Pump,Building A,2022-11-28,2023-06-03,2023-11-21,992,4028.34,61.2,2.06,24.31,42.64,1,1,12.26,Low,0
b9fe37b6-0097-42c5-a778-d3a3cd2f4a95,Boiler,Warehouse 1,2023-09-07,2024-03-15,2024-05-14,709,5953.13,80.13,4.09,22.58,74.43,0,0,2.8,High,0
bea4031d-9363-40b9-9592-8011b7c005bc,Pump,Building C,2023-10-21,2024-05-23,2024-09-23,665,5697.1,86.82,3.88,22.25,66.82,0,0,1.34,Low,0
e921f69c-7859-4f5e-ac00-7ce1a578b603,Boiler,Warehouse 1,2022-08-17,2022-10-04,2022-12-08,1095,4836.93,67.55,1.99,19.28,50.93,0,1,3.3,Medium,0
fe80841f-2d94-4a87-99c3-40c6cf076386,Boiler,Warehouse 1,2021-03-22,2025-01-29,2025-04-04,1608,5030.19,81.09,2.31,18.9,60.04,2,1,0.15,High,0
45a1b00a-0271-45ae-9c1b-61bfe6f305b1,Generator,Building B,2022-03-14,2024-04-05,2024-07-20,1251,3392.44,67.37,1.85,15.3,78.21,3,1,1.29,Low,0
579e9525-f7f0-4d56-8aaf-d0bc468aaa38,Boiler,Warehouse 2,2022-08-02,2024-04-01,2024-08-30,1110,5635.42,62.61,3.09,21.39,51.47,1,0,4.39,Low,0
b7714504-c06a-40c2-b9cc-3b8a2f250e97,HVAC,Warehouse 1,2022-12-17,2025-01-06,2025-02-11,973,1980.49,76.84,5.7,26.19,34.31,1,1,2.5,Low,0
79c34cbc-3650-4914-8d5c-ee313fcec5ab,Boiler,Warehouse 2,2021-07-15,2021-09-28,2022-02-27,1493,5476.36,80.05,4.59,33.8,38.57,1,0,1.37,Low,0
4ffd8e0a-de5c-4f9b-acbc-1a85825e28c2,Boiler,Warehouse 1,2021-03-21,2024-02-29,2024-04-07,1609,4305.29,70.91,2.21,20.76,74.92,1,0,1.43,Low,0
70adefbb-c38a-4f90-989d-2b523bc5f359,Pump,Building C,2022-04-20,2023-08-22,2023-11-12,1214,4672.11,76.55,4.24,15.66,48.98,0,1,0.89,Low,0
2a6665e8-4004-4226-937c-75a5b360f4fa,Boiler,Warehouse 1,2024-02-12,2025-03-01,2025-04-15,551,5728.68,70.12,4.54,16.68,83.51,2,0,6.65,Low,0
534f2a00-f9cb-44ea-8296-3a3f08317dd0,Boiler,Building C,2024-08-13,2025-01-22,2025-05-28,368,5265.36,69.17,-0.66,19.33,67.96,1,1,0.37,High,0
771d8022-4306-441b-bbf9-cf6c9f57c6fc,Pump,Warehouse 2,2021-12-30,2023-04-03,2023-07-09,1325,5965.4,87.36,3.13,20.99,47.88,0,1,3.04,Low,0
76a1c2f1-cbe6-47c7-a9b6-a1ebe73b3ebf,Elevator,Building C,2022-11-10,2023-06-18,2023-10-02,1010,4561.89,76.4,3.61,19.38,60.02,1,1,0.47,Medium,0
318a9f18-525b-4317-91c5-29b8c810d0fa,Pump,Building C,2022-07-18,2024-03-23,2024-07-01,1125,3595.44,60.84,4.85,18.4,81.02,0,1,2.14,Low,0
cc7b7a80-4af5-4a18-b080-549908a93792,Boiler,Warehouse 1,2024-03-17,2024-09-25,2025-01-21,517,6039.11,74.24,4.01,14.64,66.47,1,0,2.11,Low,0
378b5270-71b3-474f-8be4-9e65ec699ca1,Generator,Building A,2022-01-05,2023-07-29,2023-11-01,1319,4130.34,86.25,1.22,28.21,72.79,0,1,4.42,Low,0
25433b88-709c-404a-b160-73039a132f80,Boiler,Building C,2024-05-10,2025-03-07,2025-05-11,463,4121.52,60.87,0.38,20.6,80.13,0,0,0.95,Medium,0
ab9fc3fb-1592-48ed-ab7c-0fd692e9f2c8,Boiler,Building B,2021-08-06,2024-03-28,2024-09-09,1471,4771.4,65.06,-0.84,19.04,61.86,1,0,1.25,Medium,0
e2ac7026-9afe-41ee-8262-8af224902ec4,HVAC,Building A,2022-04-12,2024-08-14,2024-10-08,1222,5022.47,80.47,1.23,25.57,76.44,3,0,0.03,Low,0
ead70a32-0444-4436-b7fc-8405098a0533,Boiler,Building B,2022-04-03,2025-04-30,2025-09-28,1231,5672.86,80.92,2.47,17.13,31.05,2,1,0.86,Medium,0
6f89c879-2b66-42a1-ae01-e51e4f00600a,Generator,Building C,2021-10-08,2021-12-28,2022-02-18,1408,5988.67,61.49,4.01,23.38,57.48,1,0,0.14,Low,0
d5660f5f-f210-446e-9865-863f90397fc2,HVAC,Building B,2022-04-19,2025-01-05,2025-02-13,1215,4256.87,67.03,5.51,19.46,58.43,0,1,6.33,Medium,0
3d863624-30dc-4a6f-adb0-1d940e71f2c6,Elevator,Building C,2024-02-18,2024-02-23,2024-08-16,545,5020.89,77.31,1.11,16.92,41.75,0,0,1.95,High,0
c8435713-6b4d-4188-920e-595e3b2639cd,Generator,Building C,2022-06-11,2024-06-06,2024-11-17,1162,5393.27,89.13,3.49,18.15,68.16,2,1,0.85,Medium,0
d56cb0e0-0fe5-4391-bffb-cc443b14987d,Elevator,Warehouse 2,2022-07-01,2023-01-31,2023-03-30,1142,4765.98,79.66,4.48,19.62,72.46,0,1,0.32,Low,0
ef4e9c6c-9fe4-4459-8655-6a2d7fa71799,Pump,Building C,2023-07-02,2023-07-12,2023-11-05,776,3910.92,73.44,3.06,22.92,44.51,2,1,0.64,Low,0
10677f48-68df-4b63-9af2-8a61d5bc945a,Elevator,Building B,2023-01-26,2024-08-25,2025-01-05,933,4819.61,88.73,-0.32,27.67,32.63,0,1,1.18,Low,0
2927b30d-f791-4d32-b696-c568a16ebf45,HVAC,Warehouse 1,2023-04-21,2023-09-19,2023-11-23,848,5447.86,78.71,3.07,21.66,45.57,2,1,1.95,Low,0
f9502323-138b-479d-b70d-d973e7a64ce2,Elevator,Building A,2021-09-02,2022-08-01,2022-11-07,1444,5425.89,75.19,2.04,22.44,58.61,1,1,2.05,Low,0
