equipment_id,equipment_type,location,install_date,last_service_date,next_scheduled_service,age_days,runtime_hours,temperature,vibration_level,power_consumption_kw,humidity_level,error_codes_count,manual_override,downtime_last_30d,service_priority,failure_within_7_days
b80ccc09-de14-4ac0-9e46-f13d4504f086,Generator,Building B,2021-08-26,2024-11-09,2025-04-11,1450,4810.01,79.48,2.12,20.05,38.9,2,1,6.07,Medium,0
8d6cb314-b2c0-4f91-99e1-b8115eec152e,Generator,Building A,2022-07-01,2022-09-23,2022-12-19,1141,5916.33,78.46,4.5,5.52,59.33,1,1,0.06,High,0
2a6c7d63-4517-4816-8da1-d73e45d14645,Boiler,Building C,2020-12-26,2022-10-13,2023-01-18,1693,6108.18,64.6,3.92,14.73,88.19,0,0,2.23,Low,0
c4d377b5-9a9a-4016-a75b-af1cbfc811b9,Generator,Warehouse 2,2022-02-23,2024-04-24,2024-08-27,1269,6073.09,73.36,3.82,15.41,80.29,3,0,4.06,Medium,0
00b7ee6b-749f-43ca-8c16-68cc680cea6a,Pump,Building A,2023-02-07,2025-05-27,2025-09-17,920,4551.08,75.67,3.3,22.25,70.59,0,0,2.15,Medium,0
65b66bce-e671-45a1-84c6-0702519dace2,Pump,Building C,2023-03-22,2023-06-29,2023-08-09,877,6633.43,63.54,3.45,16.23,89.96,0,0,7.56,Low,0
89c3df65-c858-49a9-87fa-d05c2f5cbddf,Pump,Building A,2021-01-05,2025-01-11,2025-03-16,1683,6005.14,72.48,3.51,27.18,74.31,2,1,2.2,Low,0
23b7df0f-4c62-487a-9bd2-6035193fffc6,Boiler,Warehouse 1,2022-12-22,2024-11-02,2025-03-18,967,5597.4,82.01,2.55,26.88,79.07,0,0,1.57,Medium,0
14873de7-bfe2-4c5f-b588-19c5b1be2684,Boiler,Warehouse 1,2024-05-18,2024-09-14,2025-01-16,454,3721.98,58.56,1.67,27.76,56.92,1,0,0.52,Low,0
df024138-4cab-4019-81df-d2a322e8315f,Elevator,Building C,2021-01-08,2024-02-14,2024-08-01,1680,5169.69,68.0,4.63,27.67,57.81,2,1,1.3,Low,0
99d74021-f291-475c-b51b-4f1650ffb0b3,Generator,Building B,2024-06-30,2025-06-27,2025-11-20,411,3610.43,58.55,4.53,32.2,66.47,4,0,0.44,Medium,0
e270322a-6146-4661-b183-e0c8aacf3e27,Boiler,Building A,2020-10-29,2022-05-26,2022-07-27,1751,4747.31,78.92,2.72,22.77,36.09,1,0,0.67,Low,0
c726b7d8-6385-4fbe-8aea-188ee16f7927,Boiler,Building B,2022-12-20,2025-01-22,2025-04-21,969,5970.9,68.83,0.13,21.98,66.62,1,1,1.07,Medium,0
e77f16ad-2bfa-4f75-a8b8-d70f09569c94,Boiler,Building A,2021-09-25,2025-06-24,2025-08-26,1420,4865.73,73.41,1.55,22.76,61.51,1,1,1.68,Medium,0
e9723e6b-8cc6-4180-a27b-806c398e8a4f,HVAC,Building A,2021-02-25,2022-09-22,2022-12-21,1632,6397.41,74.25,2.13,20.32,67.99,4,1,0.48,Low,0
868f152c-fc02-4d93-b953-75f0291de29e,Generator,Building A,2021-02-17,2022-12-27,2023-02-24,1640,3597.39,92.5,1.13,16.54,76.83,2,0,2.2,Low,0
433ccaf6-86e3-4977-930e-232c87258e44,Generator,Warehouse 2,2022-12-31,2024-02-24,2024-05-20,958,5239.48,67.18,6.33,13.81,40.08,2,0,0.2,Medium,0
eef0e486-3245-4321-87c6-19bac25751af,Boiler,Building C,2022-06-16,2025-06-06,2025-07-21,1156,5043.81,73.53,4.45,31.05,43.92,2,1,8.81,Medium,0
0752c3a7-631b-4c09-b4ea-27745d5e1ea2,Pump,Building A,2022-08-02,2025-04-10,2025-05-28,1109,5414.54,67.28,0.85,10.43,73.06,2,0,0.22,Low,0
86356576-db52-4625-b8fe-db18f0d3a471,Elevator,Building A,2021-02-16,2023-11-19,2024-05-16,1641,5568.98,91.28,2.43,18.98,35.14,1,1,0.78,Low,0
39d540e1-58b2-42e6-963e-961cb23343e0,Boiler,Warehouse 2,2021-10-21,2023-09-11,2024-01-29,1394,4350.72,62.76,3.05,16.15,34.06,1,0,1.55,Medium,0
defa249b-d575-4d32-a85e-47cabc2fe0a5,HVAC,Warehouse 2,2023-07-05,2023-12-12,2024-05-05,772,5330.88,83.34,0.01,21.87,49.98,4,0,1.25,Low,0
d08d522a-daca-4158-9f4b-81938e612414,Pump,Warehouse 1,2022-04-16,2022-08-07,2022-12-24,1217,5096.43,68.19,1.51,23.15,62.15,0,1,1.2,Medium,0
8a101acd-b6f3-45a8-b6e4-8d334bacf2a0,Generator,Building B,2023-05-16,2024-05-26,2024-07-18,822,4264.47,87.36,4.64,23.05,85.63,1,0,0.33,Low,0
d76ac56e-5f73-4571-86be-b4e59cabcb6f,HVAC,Building C,2023-11-14,2024-10-19,2025-04-17,640,6213.1,76.42,6.48,21.97,35.35,1,1,3.5,Medium,0
a9756c3f-5d88-43d0-9bbb-4eb8d9aadcc2,Pump,Building C,2024-02-13,2025-06-16,2025-11-01,549,5708.11,84.57,1.82,13.34,35.26,2,0,1.01,High,0
094e0ee8-abdb-4999-b981-106558172f37,Boiler,Building C,2022-01-12,2024-01-22,2024-04-15,1311,7155.74,63.69,4.25,20.16,59.82,2,0,5.34,Medium,0
b19ca593-8b1d-4d48-80ec-0a37c817593d,Elevator,Building A,2022-01-09,2023-12-24,2024-02-21,1314,5081.83,74.01,4.38,18.55,82.08,2,1,0.17,Low,0
14add470-ba62-4795-8b41-8ca0db53985f,Pump,Warehouse 2,2024-07-09,2025-05-10,2025-10-29,402,3812.09,71.47,1.45,26.57,88.54,2,0,3.96,Medium,0
5158b5c8-6b66-43dc-950e-31a02f6594c5,Generator,Building A,2021-05-07,2024-04-17,2024-08-04,1561,4974.97,83.18,5.09,22.79,40.49,1,1,0.32,Low,0
9fc7d54f-b2fb-42ad-bc74-9273dfbf325c,Elevator,Building B,2022-11-21,2023-12-14,2024-02-18,998,4390.49,73.13,3.08,22.65,87.95,1,0,1.41,Low,0
19519140-4189-42ce-b2a7-87d2f0c2b5a1,Boiler,Building B,2022-02-16,2023-09-04,2023-11-13,1276,4060.66,73.56,1.19,23.0,67.18,1,1,0.13,Low,0
0916cb57-a0dc-4f46-958e-1fcc4679ace9,Generator,Warehouse 2,2023-01-04,2025-03-30,2025-06-07,954,4786.56,89.91,3.22,18.31,89.02,1,0,0.26,Medium,0
8c38625f-2e0e-490b-b1ed-4c4ff0bcb9de,HVAC,Building A,2021-09-17,2024-03-31,2024-09-01,1428,4386.6,71.98,2.42,20.85,60.57,3,1,1.96,Low,0
b95b0650-badc-4c80-a563-bbfd9e3d2344,Elevator,Warehouse 2,2021-01-29,2022-12-30,2023-04-11,1659,2446.08,84.34,0.95,18.88,52.07,3,1,0.02,Low,0
f9f87303-4534-4a5f-9fde-f73e224190a1,Generator,Building A,2021-07-04,2025-06-23,2025-08-06,1503,4423.49,49.09,2.18,21.96,62.12,0,0,0.02,Low,0
8d44dcd2-17c6-45ae-bd1c-6e12f6c717a5,Elevator,Building B,2023-09-06,2024-03-21,2024-05-20,709,4005.89,74.69,0.06,30.3,80.66,0,0,1.34,Low,0
2d751e78-2472-4778-bf1a-a2cac19664a0,Pump,Building B,2021-02-21,2023-06-26,2023-09-22,1636,4556.72,66.15,2.74,28.56,52.55,1,1,3.07,Low,0
5f859c53-8288-4d70-9755-7499612e1a24,HVAC,Warehouse 1,2020-09-13,2025-02-27,2025-06-17,1797,4330.93,85.4,2.09,29.13,45.28,1,1,4.64,Low,0
f73612c3-3bd1-4b7f-ade2-1774876f4d97,Pump,Building C,2021-01-31,2021-03-06,2021-06-27,1657,7157.31,68.94,4.11,21.5,68.2,1,0,1.46,Medium,0
f578dd81-ef21-4a2a-b9cd-cd9047141f30,Boiler,Warehouse 1,2023-12-14,2025-05-31,2025-07-22,610,5459.97,68.22,6.02,20.68,32.5,0,1,2.52,Medium,0
c5130fe2-21fe-4461-ae56-bcb67147e038,Elevator,Warehouse 1,2022-12-24,2024-04-27,2024-09-05,965,4197.51,87.99,1.53,13.36,76.48,1,1,0.38,Medium,0
96b8ee74-41dc-4242-a26a-cac26ad395af,Elevator,Building C,2023-09-28,2023-11-17,2024-01-15,687,5282.54,67.92,1.83,24.4,31.26,0,0,6.88,High,0
a2705e0a-0bbc-46f1-ba4f-a2eb12993967,Generator,Building C,2023-07-14,2025-03-05,2025-05-11,763,5996.05,67.43,0.87,27.51,42.34,0,0,1.91,Low,0
7cc67c23-7a9e-48b0-b109-c9422b2d1426,Generator,Building B,2021-04-26,2021-12-18,2022-02-05,1572,5641.69,87.25,2.12,20.19,88.11,3,0,1.75,High,1
0301d347-a642-4c45-b4b5-1fa9aede85ad,Pump,Warehouse 1,2023-08-23,2025-01-31,2025-06-24,723,5745.8,80.93,1.72,21.8,50.3,1,1,0.93,Medium,0
c0885ef2-2096-47ca-9509-f019520ed36d,Generator,Building B,2022-05-20,2023-11-12,2024-02-27,1183,3262.27,55.52,3.87,20.74,44.44,0,1,0.44,Low,0
83ab856d-7758-469a-b4ac-24b56b8d9842,Generator,Warehouse 2,2020-12-02,2023-01-20,2023-02-28,1717,5307.41,83.16,4.29,17.08,81.68,2,0,2.81,Low,0
5e2d36e1-b2bc-4d6a-999e-8c4395d0e116,Generator,Building A,2023-03-15,2025-06-27,2025-08-19,884,6213.73,73.6,4.33,23.67,69.37,0,1,1.58,Low,0
1b656f0a-1af9-4e7a-8d44-68a00ebce2ba,Boiler,Building A,2022-06-04,2024-12-12,2025-02-28,1168,5399.69,68.49,2.21,22.93,60.35,3,1,1.42,Medium,0
0cf113c0-a64e-4314-96f5-52d0957604a0,Boiler,Building B,2024-06-14,2024-12-10,2025-04-06,427,5565.51,57.39,4.13,21.91,68.18,1,0,1.24,Low,0
a0fc5b83-a400-4d39-baf2-27149334f02a,Elevator,Building A,2021-08-13,2023-05-02,2023-09-21,1463,4790.98,66.49,2.13,22.94,63.31,2,0,0.88,Low,0
13e6597b-64d2-41cd-9ef8-c87a1866ad04,Generator,Warehouse 1,2022-04-05,2023-05-16,2023-06-28,1228,5277.98,89.55,0.83,14.47,38.93,3,1,1.19,Low,1
2ebe73de-ebb6-4463-a0a1-f749f3fde0e1,HVAC,Warehouse 2,2023-05-04,2023-12-19,2024-02-25,834,5589.06,78.39,0.45,27.29,54.76,1,1,1.93,Low,0
cd1894b7-9a79-4e52-8ca6-5a56fe0c7932,Elevator,Building C,2021-11-12,2024-04-11,2024-08-19,1372,6166.55,69.27,3.27,15.82,58.86,1,0,1.73,Low,0
39cb0b35-f653-46e0-84af-c6ba47698429,HVAC,Building C,2022-11-10,2024-08-01,2024-11-23,1009,6861.32,93.87,5.45,24.78,78.3,1,0,1.38,Medium,1
e07a8efa-b1eb-4aec-a59a-64944c44cbf0,Boiler,Building A,2023-03-17,2024-03-12,2024-07-12,882,6115.9,68.51,4.42,23.41,61.04,1,0,0.8,Low,0
fc4e909e-3392-47a6-a501-d7b385f39ddf,Elevator,Building B,2021-12-28,2024-09-16,2024-12-04,1326,4156.74,73.65,3.72,13.17,74.14,4,0,3.08,High,0
395432e1-2918-435e-a9c0-318aa705383c,Elevator,Building A,2021-10-22,2024-09-30,2025-03-08,1393,4773.52,65.41,2.44,25.44,64.31,1,0,0.9,Medium,0
a3d97e82-174f-42a4-aee6-d41ceb736d23,Boiler,Building B,2023-01-05,2023-05-28,2023-08-12,953,5140.89,57.32,3.48,19.26,45.56,3,0,3.25,Medium,0
f1b00b70-2215-40ac-9b23-59801cb31225,HVAC,Warehouse 1,2022-01-30,2024-07-27,2024-12-17,1293,3830.08,46.28,2.96,28.86,56.21,2,1,1.88,Medium,0
edd8cab5-aee5-4ca7-91ec-635e3f1b866d,Pump,Building B,2022-10-05,2023-08-15,2024-01-12,1045,5395.31,69.27,3.53,20.61,34.14,0,0,0.66,Low,0
66a87110-7b08-4007-a473-47ecd9184436,Boiler,Warehouse 1,2022-06-21,2023-05-03,2023-09-07,1151,4122.02,66.73,2.66,21.84,46.32,3,1,1.34,High,0
66419e4f-e5e8-4d0c-b12d-d2a851faa2a5,Elevator,Warehouse 2,2021-03-06,2022-04-08,2022-09-08,1623,2575.76,83.84,4.11,18.59,31.31,4,1,1.09,Low,0
c025b295-f9e4-491f-aaf6-d96374b5cf73,HVAC,Warehouse 2,2024-01-11,2024-06-17,2024-08-27,582,5884.61,65.81,1.33,22.84,63.92,3,1,0.24,Low,0
a7a5d17e-0b16-41a9-93a9-1649b98b1635,Boiler,Building B,2023-12-12,2024-02-04,2024-04-30,612,4573.24,69.58,3.95,17.75,63.67,1,1,3.93,Medium,0
ca635c86-a67c-4492-889f-8852c6fb4fbf,HVAC,Warehouse 1,2020-11-02,2023-03-14,2023-06-12,1747,4704.46,76.52,3.57,29.06,34.9,1,1,0.36,High,0
16fdeb3c-a920-420d-8747-f647c7ad6e4a,Generator,Building B,2020-09-26,2025-03-17,2025-07-10,1784,4551.62,95.1,5.65,14.83,62.73,0,0,1.44,Low,1
c0d9b186-8015-4545-b709-3c8180b83b14,Generator,Warehouse 1,2023-05-29,2023-09-14,2024-02-11,809,4817.1,88.75,2.03,16.0,39.88,2,1,0.46,Medium,0
e7fa52f8-0db6-45e5-8cca-e34e8995e42c,HVAC,Building A,2021-08-25,2024-11-24,2025-05-13,1451,4639.53,80.11,3.48,19.84,76.32,0,1,0.13,Low,0
735d4304-2fd2-4e65-9ffe-cb1a94a0d865,Generator,Building B,2021-10-30,2022-01-03,2022-05-20,1385,5883.11,74.22,2.73,35.97,36.33,2,1,2.99,Low,0
a91d60d2-a209-4def-9bc8-f95527bfa793,Pump,Warehouse 2,2022-10-08,2024-07-09,2025-01-02,1042,3169.23,77.01,3.54,26.84,68.07,3,0,0.34,Medium,0
402e0199-b2d5-4dba-8c1b-ba96f4f3f478,Generator,Warehouse 1,2020-08-18,2022-05-13,2022-11-05,1823,5982.57,81.56,4.25,17.86,84.37,2,1,0.45,Low,0
121905b9-c170-4dab-aeae-82a7b2432abb,HVAC,Warehouse 2,2024-07-09,2024-08-03,2025-01-14,402,4044.88,79.24,6.09,14.66,35.01,4,0,8.28,Low,1
9d09b574-6ab5-42db-a88d-a97ae2a247c5,Pump,Building A,2023-03-02,2025-06-30,2025-10-02,897,6148.73,89.32,1.22,18.72,30.76,2,0,4.42,Low,0
aa63e0fb-97b1-480a-8cd2-2a149beada99,HVAC,Building C,2021-08-03,2024-03-08,2024-05-03,1473,5194.38,71.47,3.51,18.52,79.14,2,1,1.27,Low,0
0864ebbb-5e75-423c-a03e-6c1f33e7cf0d,Generator,Warehouse 2,2021-12-23,2024-04-07,2024-09-02,1331,4834.6,88.06,2.86,8.8,79.69,1,1,2.49,Medium,0
f734d25e-eed2-4c0b-9b5d-16c051b27562,Elevator,Building A,2023-06-28,2025-06-04,2025-07-13,779,4434.72,70.89,2.01,9.85,74.93,2,1,3.68,Low,0
c2ae2ec5-991f-47ae-b0d5-3f7ca6e7176f,Elevator,Building A,2021-11-20,2023-01-08,2023-05-19,1364,5403.73,74.76,1.64,21.62,70.57,1,1,0.14,Low,0
34a63f83-dd0f-45a3-83d4-ee99563721ff,Elevator,Building C,2022-01-19,2024-10-10,2025-02-01,1304,5283.29,72.41,3.88,17.63,46.76,3,1,0.48,Low,0
a15f0eda-5a69-43ab-9d33-c9d0ce3455be,Generator,Warehouse 1,2024-03-07,2025-03-11,2025-07-17,526,5513.91,76.8,3.53,22.45,77.31,1,1,4.75,High,0
52292955-24ab-41a8-a56f-58902835cd1f,Pump,Warehouse 1,2022-02-03,2024-11-03,2025-02-09,1289,5672.57,94.0,2.8,15.13,57.62,2,0,7.53,Medium,0
21c762e4-b4b2-4f87-9ff4-2752cc587f38,HVAC,Warehouse 1,2023-01-13,2025-02-04,2025-07-23,945,4812.47,65.57,2.67,22.11,81.5,2,1,3.27,Low,0
526ae8cb-fa2e-4345-8bfb-50103ec9a2f9,HVAC,Building C,2023-04-08,2023-12-19,2024-05-06,860,4064.56,85.86,2.2,24.04,82.37,0,0,2.43,Medium,0
a68b05cc-26a9-431c-8df2-2b45ec740972,Generator,Warehouse 1,2020-10-17,2024-12-03,2025-04-02,1763,4089.3,75.92,0.17,18.52,65.9,1,1,2.72,Low,0
ba814130-5173-4b28-b1ef-b4a6a35aafcb,HVAC,Building A,2023-04-23,2024-03-19,2024-08-27,845,5428.31,83.99,4.35,21.07,41.12,0,0,0.55,High,0
89892da8-816e-4fc8-82e7-35ed858ea0ed,Elevator,Warehouse 2,2023-05-03,2024-04-20,2024-06-21,835,5070.05,86.62,1.61,21.19,35.63,5,0,1.13,Low,1
b423c9de-4451-475b-b998-42fc553af8ec,Generator,Building C,2022-02-26,2024-01-28,2024-04-06,1266,4345.92,56.69,3.77,26.87,83.55,2,1,1.79,High,0
7f0aa57a-1774-4ca3-9520-921f4ad48f55,Generator,Warehouse 1,2023-09-04,2024-09-29,2025-03-13,711,3985.58,82.83,1.55,20.15,53.07,3,1,2.72,Low,0
0966e878-4a34-4701-9bcb-3a423b63a5fb,Generator,Building B,2024-06-19,2024-06-29,2024-09-14,422,7290.88,76.07,2.84,19.08,51.71,1,1,0.3,Low,0
477e7de2-e60c-43f1-944b-1be14dfa8f96,Boiler,Building A,2021-09-02,2022-09-05,2023-01-27,1443,4779.81,54.32,3.68,13.8,46.84,0,0,1.45,High,0
a94d89d9-ac11-4d86-b483-a81ee1dbe85a,Generator,Warehouse 1,2021-06-04,2021-12-25,2022-02-11,1533,4690.79,67.48,3.48,26.7,60.76,2,1,0.18,Low,0
8e00da7b-a7dd-4762-9e32-a6d7eec0c700,Pump,Building A,2023-11-13,2025-06-26,2025-10-15,641,4113.78,77.69,3.16,9.19,82.45,3,1,0.64,Medium,0
e1157e35-5d30-4795-936e-2c863e968478,Boiler,Warehouse 2,2021-10-14,2022-11-29,2023-02-07,1401,3622.3,56.42,4.25,19.09,72.84,1,0,3.47,Medium,0
7b4d677b-134f-4914-b022-13ab754fd524,Boiler,Building B,2021-02-09,2021-12-31,2022-03-06,1648,5144.87,68.85,1.94,21.71,53.03,1,0,0.26,Medium,0
d0c0ddfc-df31-4bcc-a4f7-8a6de6265416,HVAC,Building C,2022-11-03,2023-11-02,2024-04-21,1016,6521.4,70.09,3.77,19.16,70.11,2,0,0.02,Medium,0
dc1df578-be25-48e8-b662-daf9fc0be418,HVAC,Building A,2021-11-11,2025-07-16,2025-12-15,1373,5708.21,77.33,4.43,21.44,73.44,0,1,4.65,Medium,0
7bda893b-637a-450b-a9d9-25b308a2b779,Boiler,Building A,2021-02-15,2022-07-11,2022-08-28,1642,5058.35,67.55,0.45,16.77,59.16,1,1,0.26,Low,0
8c4edf0d-6457-4047-9c47-af1ea77cab0d,Boiler,Building C,2021-02-20,2024-10-14,2025-04-03,1637,3040.61,82.33,4.28,26.44,80.74,2,0,0.64,Medium,0
c46d62e0-97bb-4fd7-a2c2-8c3796934581,Elevator,Warehouse 1,2022-08-20,2025-02-26,2025-04-28,1091,6000.58,68.29,5.09,18.75,79.35,3,0,1.75,Low,1
f9bdedae-d60a-40e6-b5b4-e14086c62668,Elevator,Building C,2024-05-12,2024-08-17,2025-01-26,460,6304.34,58.38,4.55,25.63,52.47,0,1,1.13,Medium,0
e2fc2079-2fc3-4a64-a617-b1d079570be9,Generator,Building B,2023-03-01,2024-06-21,2024-08-22,898,4035.6,70.7,3.07,19.19,68.21,1,1,1.05,Medium,0
69559383-fc7f-4945-9103-65d4040a78bc,HVAC,Warehouse 2,2023-03-10,2024-07-31,2025-01-25,889,6110.3,63.17,0.56,26.36,43.07,3,0,1.33,Low,0
26fb8765-2bac-4799-9969-8b1cf8d85b4f,Boiler,Warehouse 2,2021-12-22,2025-04-08,2025-05-18,1332,5005.49,70.24,2.85,22.05,32.34,0,0,0.98,Low,0
21d2952d-e504-411d-8d7c-7940b087503b,Boiler,Building C,2023-03-25,2024-12-31,2025-05-16,874,4741.2,90.99,3.84,18.52,36.97,3,0,3.51,Low,1
19b9c315-8bd9-4b1c-b541-5959626ff727,Boiler,Building C,2023-03-11,2023-11-25,2024-02-25,888,4892.7,79.48,0.64,14.37,62.48,0,1,1.61,Low,0
4908a8ef-97f5-4b41-9e9a-68c294e24d04,HVAC,Building A,2021-04-04,2023-01-14,2023-06-11,1594,6572.81,77.5,2.67,26.14,48.14,1,0,0.12,Low,0
0a96a22b-734c-4df0-ae3c-9d6025dc59cc,Elevator,Building C,2024-01-26,2024-07-16,2024-11-11,567,3738.55,66.35,3.09,22.47,50.84,1,1,1.17,Low,0
aac524ce-0f31-435a-a993-7d7edc3333ce,Generator,Warehouse 2,2022-11-14,2023-09-21,2024-02-17,1005,4794.71,98.34,3.44,24.5,64.16,1,0,1.01,Low,0
80f7925d-ba69-4cf1-8122-a928f5fad039,Elevator,Building B,2021-01-05,2022-04-30,2022-09-05,1683,4969.86,69.32,0.71,21.2,87.84,4,1,3.13,Low,0
a9cdebff-75f5-4fcd-829f-4caf72019dca,Elevator,Building C,2024-05-10,2025-03-18,2025-06-04,462,5269.13,71.57,3.93,18.15,86.64,0,0,1.24,Low,0
4ae9a151-28f7-46f5-b446-7420d767cb30,Boiler,Warehouse 1,2022-08-14,2023-07-09,2023-08-13,1097,4986.53,78.91,3.38,25.23,52.52,1,0,2.87,High,0
8f72dbe5-f3f6-4a4a-b6f3-1a16702666cb,Boiler,Warehouse 1,2024-06-28,2024-09-19,2025-01-17,413,5240.47,50.8,7.07,18.65,81.93,4,0,6.25,Low,1
b51a5e01-b9a0-4bae-b002-b75a10d04ef2,Pump,Warehouse 2,2024-02-25,2025-01-22,2025-06-21,537,4802.66,73.49,2.71,25.67,80.82,1,1,4.3,Low,0
7aa47592-08d2-46b7-98d6-4e938e13cf4c,HVAC,Warehouse 1,2021-02-28,2022-04-27,2022-08-28,1629,5593.56,45.6,3.98,20.97,31.15,3,1,0.29,Low,0
643dcf91-a119-4ad4-97ad-8f8afc77eb58,Pump,Building A,2022-11-27,2023-06-02,2023-11-20,992,4028.34,61.2,2.06,24.31,42.64,1,1,12.26,Low,0
a751e64b-688e-44a4-9052-fd9b2951bae6,Boiler,Warehouse 1,2023-09-06,2024-03-14,2024-05-13,709,5953.13,80.13,4.09,22.58,74.43,0,0,2.8,High,0
7e8c40af-3d8f-4064-9c21-ac85320a089d,Pump,Building C,2023-10-21,2024-05-23,2024-09-23,664,5697.1,86.82,3.88,22.25,66.82,0,0,1.34,Low,0
553e6f1a-73d4-4108-ac4e-41e6af87de33,Boiler,Warehouse 1,2022-08-16,2022-10-03,2022-12-07,1095,4836.93,67.55,1.99,19.28,50.93,0,1,3.3,Medium,0
b5cb5f1b-4e80-4f96-b3ef-29594b7a1a3e,Boiler,Warehouse 1,2021-03-22,2025-01-29,2025-04-04,1607,5030.19,81.09,2.31,18.9,60.04,2,1,0.15,High,0
639b5cb0-beb0-485c-a48c-1ae66c2fa482,Generator,Building B,2022-03-13,2024-04-04,2024-07-19,1251,3392.44,67.37,1.85,15.3,78.21,3,1,1.29,Low,0
7a0a1bca-50c3-478f-8a49-c66f36fb664c,Boiler,Warehouse 2,2022-08-01,2024-03-31,2024-08-29,1110,5635.42,62.61,3.09,21.39,51.47,1,0,4.39,Low,0
b5cb2a25-9405-4e92-8c4c-69a9d73a2fa2,HVAC,Warehouse 1,2022-12-16,2025-01-06,2025-02-11,973,1980.49,76.84,5.7,26.19,34.31,1,1,2.5,Low,0
3e64234f-689b-4452-9e02-cd818da2e33d,Boiler,Warehouse 2,2021-07-14,2021-09-27,2022-02-26,1493,5476.36,80.05,4.59,33.8,38.57,1,0,1.37,Low,0
f36bba68-d06c-4658-9c1d-89c0319a2050,Boiler,Warehouse 1,2021-03-20,2024-02-28,2024-04-06,1609,4305.29,70.91,2.21,20.76,74.92,1,0,1.43,Low,0
85c6c990-916f-4cb6-a612-a52f6991b9f8,Pump,Building C,2022-04-20,2023-08-22,2023-11-12,1213,4672.11,76.55,4.24,15.66,48.98,0,1,0.89,Low,0
b37447bd-2fba-4a74-9066-f80df4469d74,Boiler,Warehouse 1,2024-02-11,2025-03-01,2025-04-15,551,5728.68,70.12,4.54,16.68,83.51,2,0,6.65,Low,0
2fa97fe9-5965-427c-bf82-b854a3472920,Boiler,Building C,2024-08-12,2025-01-21,2025-05-27,368,5265.36,69.17,-0.66,19.33,67.96,1,1,0.37,High,0
a7dd944e-1d86-4475-93ae-6e79e150525a,Pump,Warehouse 2,2021-12-29,2023-04-02,2023-07-08,1325,5965.4,87.36,3.13,20.99,47.88,0,1,3.04,Low,0
8b8f8f08-5d6e-480e-957b-ae5c9e6da3d8,Elevator,Building C,2022-11-09,2023-06-18,2023-10-02,1010,4561.89,76.4,3.61,19.38,60.02,1,1,0.47,Medium,0
a2d84662-2ba8-4a8d-b944-082d2fcc36bc,Pump,Building C,2022-07-18,2024-03-22,2024-06-30,1124,3595.44,60.84,4.85,18.4,81.02,0,1,2.14,Low,0
2fec054e-45c4-471d-a1dc-6589be9e7bc4,Boiler,Warehouse 1,2024-03-16,2024-09-24,2025-01-20,517,6039.11,74.24,4.01,14.64,66.47,1,0,2.11,Low,0
f7c84e9d-0fc9-41cb-a09c-2b2b6979e4f7,Generator,Building A,2022-01-04,2023-07-28,2023-10-31,1319,4130.34,86.25,1.22,28.21,72.79,0,1,4.42,Low,0
2a471452-c3e5-4892-a3c5-8a82ccc0b8c4,Boiler,Building C,2024-05-09,2025-03-07,2025-05-11,463,4121.52,60.87,0.38,20.6,80.13,0,0,0.95,Medium,0
6e38204c-5c85-4014-9ebb-b7d223af1cfb,Boiler,Building B,2021-08-05,2024-03-27,2024-09-08,1471,4771.4,65.06,-0.84,19.04,61.86,1,0,1.25,Medium,0
8f53125b-4e3f-4ebb-b9e5-d716153cc154,HVAC,Building A,2022-04-12,2024-08-14,2024-10-08,1221,5022.47,80.47,1.23,25.57,76.44,3,0,0.03,Low,0
fc04c471-5646-4d25-af25-0486e86a51e9,Boiler,Building B,2022-04-02,2025-04-29,2025-09-27,1231,5672.86,80.92,2.47,17.13,31.05,2,1,0.86,Medium,0
bdeec388-838c-489c-a952-1b4fde49ad57,Generator,Building C,2021-10-07,2021-12-28,2022-02-18,1408,5988.67,61.49,4.01,23.38,57.48,1,0,0.14,Low,0
a95b8eaf-1c3a-40ce-a11c-68d112dc0dac,HVAC,Building B,2022-04-18,2025-01-05,2025-02-13,1215,4256.87,67.03,5.51,19.46,58.43,0,1,6.33,Medium,0
bcf48007-a485-4a29-afe1-8e788b3bb663,Elevator,Building C,2024-02-17,2024-02-22,2024-08-15,545,5020.89,77.31,1.11,16.92,41.75,0,0,1.95,High,0
6f3b378a-0b1c-4ea2-b9a1-d8bd80b3f46d,Generator,Building C,2022-06-11,2024-06-05,2024-11-16,1161,5393.27,89.13,3.49,18.15,68.16,2,1,0.85,Medium,0
336ca9be-765f-4d5b-9450-086be7dc38c8,Elevator,Warehouse 2,2022-06-30,2023-01-31,2023-03-30,1142,4765.98,79.66,4.48,19.62,72.46,0,1,0.32,Low,0
6fa74b5c-98c4-4828-93fa-ab473ba30b42,Pump,Building C,2023-07-01,2023-07-12,2023-11-05,776,3910.92,73.44,3.06,22.92,44.51,2,1,0.64,Low,0
f2d56a00-8560-4367-afde-bbe2fade3552,Elevator,Building B,2023-01-25,2024-08-24,2025-01-04,933,4819.61,88.73,-0.32,27.67,32.63,0,1,1.18,Low,0
070caf6e-5219-4393-8722-a19b007c1992,HVAC,Warehouse 1,2023-04-20,2023-09-18,2023-11-22,848,5447.86,78.71,3.07,21.66,45.57,2,1,1.95,Low,0
584f3bd1-45e4-4cf3-a90b-bd5528099241,Elevator,Building A,2021-09-01,2022-07-31,2022-11-06,1444,5425.89,75.19,2.04,22.44,58.61,1,1,2.05,Low,0
